Catalog #,Title,Composer,Performer,Genre,Label,Date,Media Type,RPM,Comments
HSTR     563,,,,,FRANK SLIMM RECORDING,,,,"GOLDEN SPRINGTIME / SMILIN' THRU TRUMAN, MARGARET (VOCAL). FRANK SLIMM'S, 333 SECOND AVE. LYNDHURST, NEW JERSEY. GREEN LABELS. ""AUDIODISCS"" SLEEVE. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. ONE LABEL HALF MISSING."
HSTR     564,,,,,VICTOR TALKING MACHINE CO.,1922,,,"LUCIA - IL DOLCE SUONO (DONIZETTI) GALLI-CURCI, AMELITA (SOPRANO) WITH FLUTE OBBLIGATO AND ORCHESTRA. VICTROLA 74509. RED AND GOLD LABEL. SLEEVE STAMPED ""SEP 30 1922"", HAS LABEL DESCRIBING OTHER WORK. FOUND IN #462 (CABINET). a-DISC, b-c-SLEEVE."
HSTR     565,,,,,VICTOR TALKING MACHINE CO.,1922,,,"LUCIA - MAD SCENE, IL DOLCE SUONO (DONIZETTI) TETRAZZINI, LUISA (SOPRANO) WITH FLUTE OBBLIGATO AND ORCHESTRA. VICTOR 88299. RED AND GOLD LABEL. SLEEVE HAS PRINTED ""15"" IN CORNER. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE."
HSTR     566,,,,,,,,,"UNKNOWN TITLE OR SUBJECT   BLACK AND GOLD ""AUDIODISC"" LABEL HAS PENCILED ""3/COPY"" ON RECORDED SIDE. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. WHITE FILM ON DISC."
HSTR     567,,,,,,,,,"UNKNOWN TITLE  SLEEVE HAS PENNED ""TRUMAN/RECORD"". NO LABELS ON DISK. MANILA SLEEVE. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. SEE #548 (RECORD)."
HSTR     568,,,,,NATIONAL BROADCASTING CO.,04/12/1945,,,"ROBERT ST. JOHN - ON PRESIDENT TRUMAN (PARTS 1 & 2) ST. JOHN, ROBERT (SPEAKER). NBC RADIO-RECORDING DIVISION, BROADCAST. 78 RPM. SLEEVE AND LABELS INDICATE DISK HAS GLASS BASE. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. GOES WITH #574 (RECORD)."
HSTR     569,,,,,EDWARD A. ROCHE STUDIOS,,,,"REGNARA NEL ... [INDECIPHERABLE] TRUMAN, MARGARET (LIKELY). EDWARD A. ROCHE RECORDING, 1310 WYANDOTTE, KANSAS CITY. BACK OF RECORDING LABEL HAS PARTIAL TITLE. DISK LABELS HAVE ""NO 1 COPY"" AND ""NO 2 COPY"". FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. RECORDING LABELS DETACHED. WHITE FILM ON DISC."
HSTR     570,,,,,EDWARD A. ROCHE STUDIOS,,,,"BELL SONG (PARTS 1 & 2) TRUMAN, MARGARET (VOCAL). EDWARD A. ROCHE RECORDING, 1310 WYANDOTTE, KANSAS CITY. DISK LABEL AND RECORDING LABELS HAVE TITLE AND ""COPY"". FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. RECORDING LABELS DETACHED. WHITE FILM ON DISC."
HSTR     571,,,,,EDWARD A. ROCHE STUDIOS,,,,"LAST ROSE OF SUMMER DUB TRUMAN, MARGARET (LIKELY). EDWARD A. ROCHE RECORDING, 1310 WYANDOTTE, KANSAS CITY. BLACK AND YELLOW DISK LABELS. FOUND IN #462 (CABINET). WHITE FILM ON DISC. RECORDING LABELS DETACHED."
HSTR     572,,,,,WOL RADIO,05/7/1946,,,"WOL [RADIO] SALUTE TO PRESIDENT TRUMAN'S BIRTHDAY
WOL RADIO BROADCAST, WASHINGTON, D.C.
78 RPM. SLEEVE HAS: ""TO MR. AYERS/FOR THE/TRUMAN FAMILY/CID WARNER"". FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. SLEEVE STAINED, TORN."
HSTR     573,,,,,AMERICAN BROADCASTING CO.,01/14/1946,,,"MARGARET TRUMAN FROM ""MILE OF DIMES"" PROGRAM TRUMAN, MARGARET (SPEAKER). ABC RADIO BROADCAST. 78 RPM. TYPED WHITE AND RED LABELS. MANILA SLEEVE. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE."
HSTR     574,,,,,NATIONAL BROADCASTING CO.,04/12/1945,,,"ROBERT ST. JOHN - ON PRESIDENT TRUMAN (PART 3) ST. JOHN, ROBERT (SPEAKER). NBC RADIO-RECORDING DIVISION, BROADCAST. 78 RPM. SLEEVE AND LABEL INDICATE DISK HAS GLASS BASE. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. GOES WITH #568 (RECORD)."
HSTR     575,,,,,KIMO RADIO,,,,"MISS MARGARET TRUMAN TRUMAN, MARGARET (SPEAKER). KIMO RADIO, TOPEKA. BROADCAST INTERVIEW. YELLOW AND RED LABELS. ""RCA VICTOR"" SLEEVE. SLEEVE SIGNED ""EDWIN M. COHN"". FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. SLEEVE WRINKLED AND BRITTLE."
HSTR     576,,,,,COLUMBIA RECORDS,,,,"L'ULTIMA CANZONE / SERENATA (TOSTI) PINZA, EZIO (BASS). GIBNER KING (PIANO). COLUMBIA MASTERWORKS 71687-D. BLUE LABELS. ""COLUMBIA"" SLEEVE. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. SLEEVE BRITTLE."
HSTR     577,,,,,VICTOR TALKING MACHINE CO.,,,,"BARBIERE - UNA VOCE POCO FA (ROSSINI) GALLI-CURCI, AMELITA (SOPRANO) WITH ORCHESTRA. VICTROLA 74541. RED AND GOLD LABEL. ""COLUMBIA"" SLEEVE. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. SLEEVE BRITTLE, TORN IN CENTER."
HSTR     578,,,,,EDWARD A. ROCHE STUDIOS,,,,"CHARMANT OISEAU / UNKNOWN TITLE TRUMAN, MARGARET (LIKELY). EDWARD A. ROCHE RECORDING, 1310 WYANDOTTE, KANSAS CITY. BLACK AND YELLOW ""AUDIODISC"" LABELS HAVE PENCILED ""2"" AND ""3"". FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. ONE RECORDING LABEL DETACHED, OTHER MISSING. WHITE FILM ON DISC."
HSTR     579,,,,,,03/16/1947,,,"CIELITO LINDO - CHARMANT OISEAU / THE LAST ROSE OF SUMMER TRUMAN, MARGARET (SOPRANO). DETROIT SYMPHONY ORCHESTRA. BROADCAST RECORDING. SLEEVE AND LABELS HAVE ""WILCOX-GAY CORP./CHARLOTTE, MICH."". FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. SLEEVE DISINTEGRATING."
HSTR     580,,,,,RCA VICTOR,1947,,,"O VECCHIO COR, CHE BATTI / FERITO PRIGIONIER AMATO, PASQUALE (BARITONE) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1005. RECORDED 1913, RE-ISSUED 1947. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET. JACKET TORN AT FLAP."
HSTR     581,,,,,RCA VICTOR,1946,,,"PIFF! PAFF! / AU BRUIT LOURD MARTEAUX JOURNET, MARCEL (BASS) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1003. RECORDED 1910, RE-ISSUED 1946. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     582,,,,,RCA VICTOR,1947,,,"A TANTO AMOR / IL MIO LIONELLO BATTISTINI, MATTIA (BARITONE) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1010. RECORDED 1907, RE-ISSUED 1947. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     583,,,,,RCA VICTOR,1946,,,"VOI CHE SAPETE / IO SON TITANIA TETRAZZINI, LUISA (SOPRANO) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1001. RECORDED 1908, RE-ISSUED 1946. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET. JACKET FLAP DETERIORATING."
HSTR     584,,,,,RCA VICTOR,1948,,,"SO ANCH'IO LA VIRTU MAGICA / TUTTE LE FESTE AL TEMPIO BORONAT, OLYMPIA (SOPRANO) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1023. RECORDED 1908, RE-ISSUED 1948. RED DISC WITH RED LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     585,,,,,RCA VICTOR,1947,,,"ADAMASTOR, RE DELL' ONDE PROFONDE / BRINDISI: O VIN, DISCACCIA LA TRISTEZZA SAMMARCO, G. MARIO (BARITONE) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1018. RECORDED 1911, RE-ISSUED 1947. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     586,,,,,RCA VICTOR,1948,,,"O DON FATALE! / THE HILLS O'SKYE SPENCER, JANET (CONTRALTO) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1022. RECORDED 1911, RE-ISSUED 1948. RED DISC WITH RED LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET. BACK OF JACKET TORN AT SEAM."
HSTR     587,,,,,RCA VICTOR,1948,,,"VISION FUGITIVE / PROMESSE DE MON AVENIR RENAUD, MAURICE (BARITONE) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1021. RECORDED 1906, RE-ISSUED 1948. RED DISC WITH RED LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET. SMALL TEARS IN JACKET."
HSTR     588,,,,,RCA VICTOR,1946,,,"RACHEL, QUAND DU SEIGNEUR... / JE SUIS SEUL - AH! FUYEZ DOUCE IMAGE CARUSO, ENRICO (TENOR) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1004. RECORDED 1911, RE-ISSUED 1946. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET. JACKET SIDE TORN."
HSTR     589,,,,,RCA VICTOR,1947,,,"HABANERA / CHANSON DU TIGRE GERVILLE-REACHE, JEANNE (CONTRALTO) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1008. RECORDED 1910 & 1911, RE-ISSUED 1947. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     590,,,,,RCA VICTOR,1946,,,"SALCE, SALCE / AVE MARIA ALDA, FRANCES (SOPRANO) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1000. RECORDED 1910, RE-ISSUED 1946. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     591,,,,,RCA VICTOR,1947,,,"O VECCHIO COR, CHE BATTI / FERITO PRIGIONIER AMATO, PASQUALE (BARITONE) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1005. RECORDED 1913, RE-ISSUED 1947. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET. CORNER OF JACKET TORN AWAY."
HSTR     592,,,,,RCA VICTOR,1947,,,"O CIELI AZZURRI / MA DALL'ARIDO STELO DIVULSA BONINSEGNA, CELESTINA (SOPRANO) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1006. RECORDED 1906, RE-ISSUED 1947. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET. CORNER OF JACKET TORN OFF."
HSTR     593,,,,,RCA VICTOR,1947,,,"AH, MIMI, TU PIU NON TORNI / PARIGI, O CARA MCCORMACK, JOHN (TENOR), G. MARIO SAMMARCO (BARITONE), LUCREZIA BORI (SOPRANO), ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1009. RECORDED 1910 & 1914, RE-ISSUED 1947. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     594,,,,,RCA VICTOR,1947,,,"INVOCATION / LE LAZZARONE - LE FLIBUSTIER PLANCON, POL (BASS) WITH PIANO. RCA VICTOR HERITAGE SERIES 15-1007. RECORDED 1905, RE-ISSUED 1947. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET. SMALL TEARS IN JACKET."
HSTR     595,,,,,RCA VICTOR,1946,,,"SALCE, SALCE / AVE MARIA ALDA, FRANCES (SOPRANO) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1000. RECORDED 1910, RE-ISSUED 1946. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. JACKET HAS NO TITLE INFORMATION. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     596,,,,,RCA VICTOR,1946,,,"PIFF! PAFF! / AU BRUIT LOURD DES MARTEAUX JOURNET, MARCEL (BASS) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1003. RECORDED 1910, RE-ISSUED 1946. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. JACKET HAS NO TITLE INFORMATION. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     597,,,,,RCA VICTOR,1947,,,"HABANERA / CHANSON DU TIGRE GERVILLE-REACHE, JEANNE (CONTRALTO) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1008. RECORDED 1910 & 1911, RE-ISSUED 1947. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     598,,,,,RCA VICTOR,1948,,,"VOIS MA MISERE, HELAS! / AH, MON SORT CARUSO, ENRICO (TENOR). METROPOLITAN OPERA CHORUS AND ORCHESTRA. FRANCIS LAPITINO (HARP). RCA VICTOR HERITAGE SERIES 15-1039. RECORDED 1916 & 1917, RE-ISSUED 1948. RED DISC WITH RED LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     599,,,,,RCA VICTOR,1948,,,"ITE SUL COLLE, O DRUIDI! / SON LO SPIRITO CHE NEGA CHALIAPIN, FEODOR (BASS) WITH ORCHESTRA AND CHORUS. BELLEZZA, VINCENZO (CONDUCTOR). RCA VICTOR HERITAGE SERIES 15-1042. RECORDED 1912 & 1926. RED DISC WITH RED LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     600,,,,,RCA VICTOR,1948,,,"SUORE, CHE RIPOSATE / DORMIRO SOL NEL MANTO MIO REGAL CHALIAPIN, FEODOR (BASS) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1045. RECORDED 1909 & 1924, RE-ISSUED 1948. RED DISC WITH RED LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     601,,,,,RCA VICTOR,1948,,,"GIA I SACERDOTI / AIDA A ME TOGLIESTI (VERDI) HOMER, LOUISE (CONTRALTO), ENRICO CARUSO (TENOR), WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1025. RECORDED 1910, RE-ISSUED 1948. RED DISC WITH RED LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     602,,,,,RCA VICTOR,1948,,,"ADDIO MIGNON, FA CORE / DE' MIEI BOLLENTI SPIRITI DE LUCIA, FERNANDO (TENOR) WITH PIANO. RCA VICTOR HERITAGE SERIES 15-1024. RECORDED 1906, RE-ISSUED 1948. RED DISC WITH RED LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     603,,,,,RCA VICTOR,1948,,,"BOMBARDON'S SONG / WOLFRAM'S ANSPRACHE GORITZ, OTTO (BARITONE) WITH ORCHESTRA, AND WITH STRING QUARTET AND HARP. RCA VICTOR HERITAGE SERIES 15-1030. RECORDED 1910 & 1913, RE-ISSUED 1948. RED DISC WITH RED LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET. SMALL TEARS IN JACKET."
HSTR     604,,,,,RCA VICTOR,1948,,,"O SOUVERAIN, O JUGE, O PERE / ADDIO ALLA MADRE MARTIN, RICCARDO (TENOR) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1029. RECORDED 1910, RE-ISSUED 1948. RED DISC WITH RED LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET. SMALL TEARS IN JACKET."
HSTR     605,,,,,RCA VICTOR,1946,,,"DIO POSSENTE / ERI TU CHE MACCHIAVI QUELL' ANIMA ANCONA, MARIO (BARITONE) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1002. RECORDED 1907, RE-ISSUED 1946. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     606,,,,,RCA VICTOR,1946,,,"SALCE, SALCE / AVE MARIA ALDA, FRANCES (SOPRANO) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1000. RECORDED 1910, RE-ISSUED 1946. RED DISC WITH RED LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     607,,,,,RCA VICTOR,1947,,,"O CIELI AZZURRI / MA DALL' ARIDO STELO DIVULSA BONINSEGNA, CELESTINA (SOPRANO) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1006. RECORDED 1906, RE-ISSUED 1947. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     608,,,,,RCA VICTOR,1946,,,"DIO POSSENTE / ERI TU CHE MACCHIAVI QUELL' ANIMA ANCONA, MARIO (BARITONE) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1002. RECORDED 1907, RE-ISSUED 1946. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. JACKET HAS NO TITLE INFORMATION. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     609,,,,,RCA VICTOR,1946,,,"VOI CHE SAPETE / IO SON TITANIA TETRAZZINI, LUISA (SOPRANO) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1001. RECORDED 1908, RE-ISSUED 1946. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     610,,,,,RCA VICTOR,1946,,,"RACHEL, QUAND DU SEIGNEUR... / JE SUIS SEUL - AH! FUYEZ DOUCE IMAGE CARUSO, ENRICO (TENOR) WITH ORCHESTRA. RCA VICTOR HERITAGE SERIES 15-1004. RECORDED 1911 & 1920, RE-ISSUED 1946. RED DISC WITH GOLD LABELS, IN GOLD PAPER JACKET. FOUND IN #462 (CABINET). a-DISC, b-JACKET. JACKET FLAP TEARING OFF."
HSTR     611,,,,,SOUND STUDIOS INC.,01/24/1949,,,"DER NUSSBAUM / DU BIST WIE EINE BLUME (SCHUMANN) SCHIFFELER, CURT (VOCAL). SOUND STUDIOS, 1124 VERMONT AVE. WASHINGTON. 78 RPM. BLUE AND WHITE LABELS WITH PENNED TITLE, ETC. MANILA ""SOUNDCRAFT"" SLEEVE. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. LABELS DETACHED."
HSTR     612,,,,,,,,,"PRONUNCIATION OF FAMOUS LIEDER FUNKE, PROF. ERICH (SPEAKER). FUNKE RECORDS X-510, NO.5L. RECORDED BY DR. MILTON COWAN, UNIVERSITY OF IOWA. RECORD AND INSTRUCTION, GERMAN SOUND FOR SINGERS. ""TO MISS MARGARET TRUMAN/WITH MY BEST WISHES/E.F."". FOUND IN #462 (CABINET). a-DISC, b-INSTRUCTION, c-SLEEVE."
HSTR     613,,,,,,,,,"PRONUNCIATION OF FAMOUS LIEDER FUNKE, PROF. ERICH (SPEAKER). FUNKE RECORDS A-9415, NO.6L. ""TO MISS MARGARET TRUMAN/WITH MY BEST WISHES/E.F."". FOUND IN #462 (CABINET). a-DISC, b-SLEEVE."
HSTR     617,,,,,RCA VICTOR,,,,"STARS REVIEW THE HITS: WAYNE HOWELL'S DISC JOCKEY SHOW NO.52 TRUMAN, MARGARET (GUEST). RCA VICTOR SPECIAL DISC JOCKEY RECORDING SRH-52. 33 1/3 RPM. ""FOR BROADCAST BETWEEN: FEBRUARY 18TH AND MARCH 1ST"". FOUND IN #462 (CABINET). a-DISC, b-SLEEVE."
HSTR     618,,,,,WEBBER RECORDING STUDIOS,12/ 2/1947,,,"INTERVIEW - IOWA TALL CORN NETWORK TRUMAN, MARGARET (SPEAKER). WEBBER STUDIOS BROADCAST RECORDING. ""USED ON 14/STATIONS/IN IOWA"". ENGINEER: CARL RUMME. BROADCAST ENGINEER: HAROLD EPPERLY. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. LABEL DETACHED. SLEEVE TORN AND TAPED."
HSTR     619,,,,,KVOO RADIO,11/18/1947,,,"MUSIC TO REMEMBER TRUMAN, MARGARET (INTERVIEW) WITH ESTELLE BLANAR. KVOO RADIO, TULSA. 78 RPM. LARGE BLUE AND PINK LABEL. MANILA ""AUDIODISCS"" SLEEVE WITH ""ACK'D"" PENCILED IN TOP CORNER. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE."
HSTR     620,,,,,AMERICAN BROADCASTING CO.,11/ 7/1948,,,"TED MALONE (PARTS 3 & 4)  ABC BROADCAST RECORDING. 78 RPM. WHITE, RED AND BLUE LABELS. MANILA ""SOUNDCRAFT"" SLEEVE. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. GOES WITH #621 (RECORD). GLUE HAS PERMEATED PAPER LABELS."
HSTR     621,,,,,AMERICAN BROADCASTING CO.,11/ 7/1948,,,"TED MALONE (PARTS 1 & 2)  ABC BROADCAST RECORDING. 78 RPM. WHITE, RED AND BLUE LABELS. MANILA ""SOUNDCRAFT"" SLEEVE. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. GOES WITH #620 (RECORD). GLUE HAS PERMEATED PAPER LABELS."
HSTR     622,,,,,,,,,"MISS MARGARET TRUMAN DEBUT AT CARNEGIE HALL
TRUMAN, MARGARET (SOPRANO).
ON SLEEVE: ""COMPLIMENTS OF/WALTER L. ECKHOFF"". TITLE WRITTEN ON DISC AND SLEEVE. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. SLEEVE TORN AT BOTTOM EDGE."
HSTR     623,,,,,,,,,"MISS MARGARET TRUMAN DEBUT AT CARNEGIE HALL
TRUMAN, MARGARET (SOPRANO).
ON SLEEVE: ""COMPLIMENTS OF/WALTER L. ECKHOFF"". TITLE ON DISC AND SLEEVE. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. SMALL SPLIT IN BOTTOM OF SLEEVE."
HSTR     624,,,,,SOUND STUDIOS INC.,12/1946,,,"DU BIST DIE RUH' / DIE MAINACHT SCHIFFELER, CURT (VOCAL). SOUND STUDIOS, 1124 VERMONT AVE. WASHINGTON. ON LABEL: ""TO MISS MARY MARGARET TRUMAN"". BLUE AND WHITE LABELS. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE."
HSTR     625,,,,,SOUND STUDIOS INC.,03/1946,,,"DER NEUGIERIGE / DIE EHRE GOTTES AUS DER NATUR SCHIFFELER, CURT (VOCAL). SOUND STUDIOS, 1124 VERMONT AVE. WASHINGTON. ON LABEL: ""TO MISS MARY MARGARET TRUMAN"". BLUE AND WHITE LABELS. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE."
HSTR     626,,,,,SOUND STUDIOS INC.,12/1946,,,"LOHENGRIN - NARRATIVE / SIEGMUND'S LOVE SONG - DER LENZ - DIE WALKURE SCHIFFELER, CURT (VOCAL). SOUND STUDIOS, 1124 VERMONT AVE. WASHINGTON. ON LABEL: ""TO MISS MARY MARGARET TRUMAN"". BLUE AND WHITE LABELS. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE."
HSTR     627,,,,,AMERICAN BROADCASTING CO.,01/15/1947,,,"TALK BY MARGARET TRUMAN - MILE OF DIMES TRUMAN, MARGARET (SPEAKER). ABC BROADCAST RECORDING. 78 RPM. TYPED WHITE LABEL. PLAIN BROWN SLEEVE. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. SLEEVE TORN ON SIDE."
HSTR     628,,,,,U.S. RECORDING CO.,01/23/1947,,,"MRS. HARRY S. TRUMAN, MARCH OF DIMES SHOW TRUMAN, BESS (SPEAKER). WMAL RADIO, WASHINGTON, D.C. TYPED WHITE AND BLUE LABEL. PLAIN PAPER SLEEVE. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE."
HSTR     629,,,,,RCA VICTOR,,,,"COOL WATER / STARS AND STRIPES ON IWO JIMA SONS OF THE PIONEERS (VOCALISTS) WITH INSTRUMENTAL ACCOMPANIMENT. RCA VICTOR 20-1724. ""VICTOR"" SLEEVE HAS ""BUY/UNITED/STATES/WAR/BONDS..."". FOUND IN #462 (CABINET). a-DISC, b-f-FRAGMENTS, g-SLEEVE. DISC HAS FIVE SMALL FRAGMENTS BROKEN OFF."
HSTR     630,,,,,U.S. RECORDING CO.,01/23/1947,,,"MRS. HARRY S. TRUMAN, MARCH OF DIMES SHOW TRUMAN, BESS (SPEAKER). WMAL RADIO, WASHINGTON, D.C. TYPED WHITE AND BLUE LABEL. PLAIN PAPER SLEEVE. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE."
HSTR     631,,,,,WEBBER RECORDING STUDIOS,,,,"FOR LOVE & SWEET LIBERTY LONGNECKER, CHARLES M. (COMPOSER). WEBBER RECORDING, 401 SHOPS BUILDING, DES MOINES. 78 RPM. TYPED BLUE LABEL. BLANK WHITE LABEL ON OTHER SIDE. ""AUDIODISCS"" SLEEVE. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE."
HSTR     632,,,,,COLUMBIA RECORDS,,,,"I CAN HEAR IT NOW, VOLUME 1 (1933-1945) MURROW, EDWARD R. (NARRATOR). VARIOUS WORLD LEADERS AND PERSONALITIES. COLUMBIA MASTERWORKS ML 4095. GREEN AND YELLOW COVER WITH PHOTOS OF FAMOUS PEOPLE. BLANK WHITE SPINE. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     633,,,,,COLUMBIA RECORDS,,,,"I CAN HEAR IT NOW, VOLUME 2 (1945-1949) MURROW, EDWARD R. (NARRATOR). VARIOUS WORLD LEADERS AND PERSONALITIES. COLUMBIA MASTERWORKS ML 4261. INCLUDES HST'S ""KALTENBORN IMMITATION"". RED AND YELLOW COVER WITH PHOTOS OF FAMOUS PEOPLE. BLANK WHITE SPINE. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     634,,,,,COLUMBIA RECORDS,,,,"I CAN HEAR IT NOW, VOLUME 3 (1919-1932) MURROW, EDWARD R. (NARRATOR). VARIOUS SPEAKERS AND EVENTS, REAL AND RE-ENACTED. COLUMBIA MASTERWORKS ML 4340. BLUE AND RED COVER. BLANK WHITE SPINE. FOUND IN #462 (CABINET). a-DISC, b-JACKET."
HSTR     635,,,,,NOLA RECORDING STUDIOS,08/26/1953,,,"SELECTIONS FROM LISZT, MENDELSSOHN, ALBENIZ, CHOPIN AND MOZART. LASZLO, ERVIN (PIANIST). NOLA RECORDING, 1657 BROADWAY, NEW YORK. 33 1/3 RPM. BROWN AND WHITE LABEL. ""SONIC"" SLEEVE. FOUND IN #462 (CABINET). a-DISC, b-SLEEVE. DISC WARPED."
